Alias,Mailbox,Type,Whitelisted IP Address,Inbox,Outbox,URL,Cleo Server,Customer
bnun,bnun,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '63.225.142.194', '63.225.142.202', '63.225.142.222', '68.93.141.123', '74.84.79.91']",%server%\Dispatch\BNUN-Barr-NunnTransport\Prod\\Inbound,%server%\Dispatch\BNUN-Barr-NunnTransport\Prod\\Outbound,N/A,Cary Prod1,Server
ylar,ylar,FTP Server Accounts,"['10.*', '107.115.186.134', '12.151.192.121', '12.222.130.66', '12.222.130.67', '68.93.141.123']",%com1%\dispatch\YLAR-YusenIM\Prod\\Inbound,%com1%\dispatch\YLAR-YusenIM\Prod\\Outbound,N/A,Cary Prod1,Yusen
xtlt,xtlt,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '66.135.107.41', '68.93.141.123']",%com1%\dispatch\XTLT-XTLTransport\Prod\\Inbound,%com1%\dispatch\XTLT-XTLTransport\Prod\\Outbound,N/A,Cary Prod1,
wtva,wtva,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '216.12.8.62', '68.93.141.123']",%com1%\Dispatch\WTVA-WilsonTrucking\Prod\\Inbound,%com1%\Dispatch\WTVA-WilsonTrucking\Prod\\Outbound,N/A,Cary Prod1,
wsvt,wsvt,FTP Server Accounts,"['10.*', '107.115.186.134', '12.150.70.202', '12.222.130.66', '12.222.130.67', '68.93.141.123']",%com1%\Dispatch\WSVT-WatkinsShepardTL\Prod\\Inbound,%com1%\Dispatch\WSVT-WatkinsShepardTL\Prod\\Outbound,N/A,Cary Prod1,
wsgs,wsgs,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '209.156.108.254', '63.252.30.227', '68.93.141.123']",%com1%\Dispatch\WSGS-WestSideTransport\Prod\\Inbound,%com1%\Dispatch\WSGS-WestSideTransport\Prod\\Outbound,N/A,Cary Prod1,
wksh,wksh,FTP Server Accounts,"['10.*', '107.115.186.134', '12.150.70.202', '12.222.130.66', '12.222.130.67', '68.93.141.123']",%com1%\Dispatch\WKSH-WatkinsShepard\Prod\\Inbound,%com1%\Dispatch\WKSH-WatkinsShepard\Prod\\Outbound,N/A,Cary Prod1,
wiel,wiel,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.233.77.212', '173.242.80.52', '68.93.141.123']",%com1%\Dispatch\WIEL-WelCompanies\Prod\\Inbound,%com1%\Dispatch\WIEL-WelCompanies\Prod\\Outbound,N/A,Cary Prod1,
wdwi,wdwi,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '216.115.66.1', '216.115.66.51', '68.93.141.123']",%com1%\Dispatch\WDWI-WeberDistribution\Prod\\Inbound,%com1%\Dispatch\WDWI-WeberDistribution\Prod\\Outbound,N/A,Cary Prod1,
watw,watw,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '216.169.169.26', '68.93.141.123']",%com1%\dispatch\WATW-WatsontownTrucking\Prod\\Inbound,%com1%\dispatch\WATW-WatsontownTrucking\Prod\\Outbound,N/A,Cary Prod1,
ward,ward,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '208.51.75.23', '68.93.141.123']",%com1%\Dispatch\WARD-WardTrucking\Prod\\Inbound,%com1%\Dispatch\WARD-WardTrucking\Prod\\Outbound,N/A,Cary Prod1,
vsxp,vsxp,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '209.255.103.225', '68.93.141.123']",%com1%\Dispatch\VSXP-VisionExpress\Prod\\Inbound,%com1%\Dispatch\VSXP-VisionExpress\Prod\\Outbound,N/A,Cary Prod1,
volt,volt,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '40.132.64.161', '68.93.141.123']",%com1%\Dispatch\VOLT-VolunteerExpress\Prod\\Inbound,%com1%\Dispatch\VOLT-VolunteerExpress\Prod\\Outbound,N/A,Cary Prod1,
volp,volp,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '50.202.111.6', '68.93.141.123']",%com1%\dispatch\VOLP-VolpeExpress\Prod\\Inbound,%com1%\dispatch\VOLP-VolpeExpress\Prod\\Outbound,N/A,Cary Prod1,
vity,vity,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '207.164.200.226', '207.164.200.229', '68.93.141.123']",%com1%\dispatch\VITY-VitranExpCanada\Prod\\Inbound,%com1%\dispatch\VITY-VitranExpCanada\Prod\\Outbound,N/A,Cary Prod1,PCA
vitl,vitl,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '216.171.104.18', '68.93.141.123']",%com1%\dispatch\VITL-VitranLog\Prod\\Inbound,%com1%\dispatch\VITL-VitranLog\Prod\\Outbound,N/A,Cary Prod1,
upsn,upsn,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '63.64.171.169', '68.93.141.123']",%com1%\Dispatch\UPSN-UPSFRT\Prod\\Inbound,%com1%\Dispatch\UPSN-UPSFRT\Prod\\Outbound,N/A,Cary Prod1,
ttxp,ttxp,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '170.92.1.251', '68.93.141.123']",%com1%\dispatch\TTXP-ToroFleet\Prod\\Inbound,%com1%\dispatch\TTXP-ToroFleet\Prod\\Outbound,N/A,Cary Prod1,Toro
ttge,ttge,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '68.93.141.123', '70.62.238.106']",%com1%\Dispatch\TTGE-TrioTrucking\Prod\\Inbound,%com1%\Dispatch\TTGE-TrioTrucking\Prod\\Outbound,N/A,Cary Prod1,
ttfe,ttfe,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '208.68.135.5', '68.93.141.123']",%com1%\dispatch\TTFE-TitanTransfer\Prod\\Inbound,%com1%\dispatch\TTFE-TitanTransfer\Prod\\Outbound,N/A,Cary Prod1,
trtm,trtm,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '148.244.154.169', '68.93.141.123']",%com1%\dispatch\TRTM-TraansportesMOR\Prod\\Inbound,%com1%\dispatch\TRTM-TraansportesMOR\Prod\\Outbound,N/A,Cary Prod1,
trrb,trrb,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '207.253.23.1', '68.93.141.123']",%com1%\dispatch\TRRB-RobertTransport\Prod\\Inbound,%com1%\dispatch\TRRB-RobertTransport\Prod\\Outbound,N/A,Cary Prod1,
wvas,wvas,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '65.247.121.*', '68.93.141.123']",%com1%\Dispatch\WVAS-Werner for Nobis\Prod\\Inbound,%com1%\Dispatch\WVAS-Werner for Nobis\Prod\\Outbound,N/A,Cary Prod1,
amtg,amtg,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '38.65.199.198', '68.93.141.123']",%server%\Dispatch\AMTG-AmericanTransportGrp\Prod\\Inbound,%server%\Dispatch\AMTG-AmericanTransportGrp\Prod\\Outbound,N/A,Cary Prod1,Server
aiih,aiih,FTP Server Accounts,"['10.*', '107.115.186.134', '107.15.186.134', '12.222.130.66', '12.222.130.67', '67.217.128.8', '68.93.141.123']",%com1%\Dispatch\AIIH-AITWWLog\Prod\\Inbound,%com1%\Dispatch\AIIH-AITWWLog\Prod\\Outbound,N/A,Cary Prod1,
wsxi,wsxi,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '208.68.135.5', '65.82.92.28', '68.93.141.123']",%com1%\Dispatch\WSXI-WesternExpress\Prod\\Inbound,%com1%\Dispatch\WSXI-WesternExpress\Prod\\Outbound,N/A,Cary Prod1,
bomn,bomn,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '204.111.18.6', '68.93.141.123']",%server%\dispatch\BOMN-DMBowman\Prod\\Inbound,%server%\dispatch\BOMN-DMBowman\Prod\\Outbound,N/A,Cary Prod1,Server
dphe2,dphe2,FTP Server Accounts,"['10.*', '10.115.76.45', '107.115.186.134', '12.130.165.32', '12.222.130.66', '12.222.130.67', '68.93.141.123']",%com1%\Dispatch\DPHE-Dependable\Prod\\Inbound,%com1%\Dispatch\DPHE-Dependable\Prod\\Outbound,N/A,Cary Prod1,
dhrn,dhrn,FTP Server Accounts,"['10.*', '107.115.186.134', '108.166.143.98', '12.106.111.213', '12.222.130.66', '12.222.130.67', '209.183.67.82', '68.93.141.123']",%com1%\Dispatch\DHRN-DohrnTransfer\Prod\Inbound,%com1%\Dispatch\DHRN-DohrnTransfer\Prod\Outbound,N/A,Cary Prod1,
pric,pric,FTP Server Accounts,"['10.*', '107.115.186.134', '12.12.146.50', '12.222.130.66', '12.222.130.67', '199.30.119.100', '68.93.141.123']",%com1%\dispatch\PRIC-PriceTruckLine\Prod\\Inbound,%com1%\dispatch\PRIC-PriceTruckLine\Prod\\Outbound,N/A,Cary Prod1,Prism Logistics
hrtd,hrtd,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '216.220.226.218', '216.220.226.221', '68.93.141.123']",%com1%\dispatch\HRTD-Hartt\Prod\\Inbound,%com1%\dispatch\HRTD-Hartt\Prod\\Outbound,N/A,Cary Prod1,
gtli,gtli,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '24.103.79.211', '47.19.146.155', '66.253.5.150', '68.93.141.123', '69.176.100.155', '71.187.73.133']",%server%\dispatch\GTLI-GlobalTransportLog\Prod\\Inbound,%server%\dispatch\GTLI-GlobalTransportLog\Prod\\Outbound,N/A,Cary Prod1,Server
gelj,gelj,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '162.42.207.148', '162.42.207.157', '68.93.141.123']",%com1%\dispatch\GELJ-GlobalTranzEnterprises\Prod\\Inbound,%com1%\dispatch\GELJ-GlobalTranzEnterprises\Prod\\Outbound,N/A,Cary Prod1,
frci,frci,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '209.74.233.51', '68.93.141.123']",%com1%\dispatch\FRCI-FreemontContractCarriers\Prod\\Inbound,%com1%\dispatch\FRCI-FreemontContractCarriers\Prod\\Outbound,N/A,Cary Prod1,
suse,suse,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '208.48.27.4', '68.93.141.123']",%com1%\dispatch\SUSE-SuperService\Prod\\Inbound,%com1%\dispatch\SUSE-SuperService\Prod\\Outbound,N/A,Cary Prod1,
rssy,rssy,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '67.53.29.59', '68.93.141.123']",%com1%\dispatch\RSSY-RGLCarriers\Prod\\Inbound,%com1%\dispatch\RSSY-RGLCarriers\Prod\\Outbound,N/A,Cary Prod1,
mtvl,mtvl,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '68.93.141.123', '96.46.155.172']",%com1%\Dispatch\MTVL-MountainValleyExpress\Prod\\Inbound,%com1%\Dispatch\MTVL-MountainValleyExpress\Prod\\Outbound,N/A,Cary Prod1,
mani,mani,FTP Server Accounts,"['10.*', '107.15.186.134', '12.222.130.66', '12.222.30.67', '209.105.199.248', '67.58.217.19', '68.93.141.123']",%com1%\Dispatch\MANI-ManitoulinTransport\Prod\\Inbound,%com1%\Dispatch\MANI-ManitoulinTransport\Prod\\Outbound,N/A,Cary Prod1,
meyt,meyt,FTP Server Accounts,"['10.*', '107.15.186.134', '12.222.130.66', '12.222.130.67', '68.93.141.123', '69.46.185.179']",%com1%\Dispatch\MEYT-MeyersTransport\Prod\\Inbound,%com1%\Dispatch\MEYT-MeyersTransport\Prod\\Outbound,N/A,Cary Prod1,
mslv,mslv,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '208.49.115.16', '208.49.115.6', '68.93.141.123']",%com1%\Dispatch\MSLV-MesillaValleyTransportation\Prod\\Inbound,%com1%\Dispatch\MSLV-MesillaValleyTransportation\Prod\\Outbound,N/A,Cary Prod1,
oocl,oocl,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '203.194.252.7', '203.194.252.8', '203.194.252.9', '68.93.141.123']",%com1%\Dispatch\OOCL-OrientOverseasContainerLine\Prod\\Inbound,%com1%\Dispatch\OOCL-OrientOverseasContainerLine\Prod\\Outbound,N/A,Cary Prod1,
pgli,pgli,FTP Server Accounts,"['10.*', '107.15.186.134', '12.109.106.3', '12.191.195.66', '12.222.130.66', '12.222.130.67', '199.102.83.164', '204.128.146.65', '68.93.141.123']",%com1%\Dispatch\PGLI-PacerTransport\Prod\\Inbound,%com1%\Dispatch\PGLI-PacerTransport\Prod\\Outbound,N/A,Cary Prod1,
psto,psto,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '206.255.190.117', '38.101.193.11-38.101.193.36', '68.93.141.123', '74.254.238.190-74.254.238.217', '97.78.54.162-97.78.54.192']",%com1%\dispatch\PSTO-PSTransport\Prod\\Inbound,%com1%\dispatch\PSTO-PSTransport\Prod\\Outbound,N/A,Cary Prod1,
OVLD,OVLD,FTP Server Accounts,['64.235.211.40'],%com1%\Dispatch\OVLD-Overland\Prod\\Inbound,%com1%\Dispatch\OVLD-Overland\Prod\\Outbound,N/A,Cary Prod1,
stdf,stdf,FTP Server Accounts,"['10.*', '10.115.76.45', '107.115.186.134', '12.222.130.66', '12.222.130.66', '12.222.130.67', '184.73.4.201', '64.199.232.33', '68.93.141.123']",%com1%\Dispatch\STDF-StandardForwarding\Prod\\Inbound,%com1%\Dispatch\STDF-StandardForwarding\Prod\\Outbound,N/A,Cary Prod1,
pens,pens,FTP Server Accounts,"['10.66.222.43', '184.73.4.201', '199.66.222.43', '64.197.225.33', '64.197.225.34', '64.197.225.35', '64.197.225.36', '64.197.225.37', '64.197.225.38']",%com1%\dispatch\PENS-PeninsulaTruck\Prod\\Inbound,%com1%\dispatch\PENS-PeninsulaTruck\Prod\\Outbound,N/A,Cary Prod1,Penske
clli,clli,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\Dispatch\CLLI-CarlsonLogistics\Prod\\Inbound,%com1%\Dispatch\CLLI-CarlsonLogistics\Prod\\Outbound,N/A,Cary Prod1,
craa,craa,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\dispatch\CRAA-HanoverLogistic\Prod\\Inbound,%com1%\dispatch\CRAA-HanoverLogistic\Prod\\Outbound,N/A,Cary Prod1,Crane Worldwide
dhlc,dhlc,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '156.137.15.65', '165.72.200.193', '199.40.127.49', '199.40.206.187', '68.93.141.123']",%com1%\Dispatch\DHLC-DHLExpress\Prod\\Inbound,%com1%\Dispatch\DHLC-DHLExpress\Prod\\Outbound,N/A,Cary Prod1,
acwh,acwh,FTP Server Accounts,"['104.180.48.146', '104.180.48.193', '174.79.212.2', '174.79.212.3', '98.191.88.133', '98.191.88.140']",%com1%\Dispatch\ACWH-ACTRUCKING\Prod\\Inbound,%com1%\Dispatch\ACWH-ACTRUCKING\Prod\\Outbound,N/A,Cary Prod1,
ptzc,ptzc,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\dispatch\PTZC-PinnacleTrans\Prod\\Inbound,%com1%\dispatch\PTZC-PinnacleTrans\Prod\\Outbound,N/A,Cary Prod1,
prqd,prqd,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\dispatch\PRQD-PrideTransportation\Prod\\Inbound,%com1%\dispatch\PRQD-PrideTransportation\Prod\\Outbound,N/A,Cary Prod1,
mtlp,mtlp,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\dispatch\MTLP-MutualTransportation\Prod\\Inbound,%com1%\dispatch\MTLP-MutualTransportation\Prod\\Outbound,N/A,Cary Prod1,
mmsf,mmsf,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\dispatch\MMSF-MMSTrucking\Prod\\Inbound,%com1%\dispatch\MMSF-MMSTrucking\Prod\\Outbound,N/A,Cary Prod1,
ltpl,ltpl,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\dispatch\LTPL-LilyTrnsprtCorp\Prod\\Inbound,%com1%\dispatch\LTPL-LilyTrnsprtCorp\Prod\\Outbound,N/A,Cary Prod1,
aclc,aclc,FTP Server Accounts,"['10.*', '104.180.48.146', '104.180.48.193', '107.115.186.134', '12.222.130.66', '12.222.130.67', '174.79.212.2', '174.79.212.3', '68.93.141.123', '98.191.88.133', '98.191.88.140']",%com1%\Dispatch\ACLC-ACLeasing\Prod\\Inbound,%com1%\Dispatch\ACLC-ACLeasing\Prod\\Outbound,N/A,Cary Prod1,
upgf,upgf,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '196.4.49.3', '63.64.171.169', '63.64.171.181', '68.93.141.123']",%com1%\Dispatch\UPGF-UPSGround\Prod\\Inbound,%com1%\Dispatch\UPGF-UPSGround\Prod\\Outbound,N/A,Cary Prod1,
gcus,gcus,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '209.216.230.172', '68.93.141.123']",%com1%\Dispatch\GCUS-GroneckCourierSvc\Prod\\Inbound,%com1%\Dispatch\GCUS-GroneckCourierSvc\Prod\\Outbound,N/A,Cary Prod1,
gptc,gptc,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '168.215.122.82', '68.93.141.123', '70.61.209.178']",%com1%\Dispatch\GPTC-GandPTrucking\Prod\\Inbound,%com1%\Dispatch\GPTC-GandPTrucking\Prod\\Outbound,N/A,Cary Prod1,
tltc,tltc,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '168.215.122.82', '68.93.141.123', '70.61.209.178']",%com1%\Dispatch\TLTC-TPLogistics\Prod\\Inbound,%com1%\Dispatch\TLTC-TPLogistics\Prod\\Outbound,N/A,Cary Prod1,
klmv,klmv,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.48.254.160', '68.93.141.123']",%com1%\dispatch\KLMV-KLLMIntermodal\Prod\\Inbound,%com1%\dispatch\KLMV-KLLMIntermodal\Prod\\Outbound,N/A,Cary Prod1,
kllm,kllm,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.48.254.160', '68.93.141.123']",%com1%\Dispatch\KLLM-KLLMTransport\Prod\\Inbound,%com1%\Dispatch\KLLM-KLLMTransport\Prod\\Outbound,N/A,Cary Prod1,
pglh,pglh,FTP Server Accounts,"['10.*', '107.115.186.134', '12.109.106.4', '12.191.195.66', '12.222.130.66', '12.222.130.67', '183.82.42.163', '199.102.83.164', '204.128.146.65', '204.128.146.70-204.128.146.74', '68.93.141.123']",%com1%\dispatch\PGLH-PacerTL\Prod\\Inbound,%com1%\dispatch\PGLH-PacerTL\Prod\\Outbound,N/A,Cary Prod1,
exdf,exdf,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '63.172.55.251', '68.93.141.123']",%com1%\Dispatch\EXDF-ExpeditedFrt\Prod\\Inbound,%com1%\Dispatch\EXDF-ExpeditedFrt\Prod\\Outbound,N/A,Cary Prod1,
erbl,erbl,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '216.16.236.30', '68.93.141.123']",%com1%\Dispatch\ERBL-ERBTransport\\Inbound,%com1%\Dispatch\ERBL-ERBTransport\\Outbound,N/A,Cary Prod1,
epes,epes,FTP Server Accounts,"['10.*', '107.115.186.134', '12.145.82.130', '12.222.130.66', '12.222.130.67', '68.93.141.123']",%com1%\Dispatch\EPES-EPESTransport\\Inbound,%com1%\Dispatch\EPES-EPESTransport\\Outbound,N/A,Cary Prod1,
engl,engl,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '65.44.114.153', '68.93.141.123']",%com1%\Dispatch\ENGL-EnglandLogistics\Prod\\Inbound,%com1%\Dispatch\ENGL-EnglandLogistics\Prod\\Outbound,N/A,Cary Prod1,England Logistics
engi,engi,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '65.44.114.153', '68.93.141.123']",%com1%\dispatch\ENGI-CREnglandIM\Prod\\Inbound,%com1%\dispatch\ENGI-CREnglandIM\Prod\\Outbound,N/A,Cary Prod1,England Logistics
engc,engc,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '65.44.114.153', '68.93.141.123']",%com1%\Dispatch\ENGC-CREngland\Prod\\Inbound,%com1%\Dispatch\ENGC-CREngland\Prod\\Outbound,N/A,Cary Prod1,England Logistics
emtl,emtl,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '63.172.55.251', '68.93.141.123']",%com1%\dispatch\EMTL-EmpireTruckLines\Prod\\Inbound,%com1%\dispatch\EMTL-EmpireTruckLines\Prod\\Outbound,N/A,Cary Prod1,
emsy,emsy,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.38.237.20', '68.93.141.123']",%com1%\dispatch\EMSY-OnTracExpressMessengerSys\Prod\\Inbound,%com1%\dispatch\EMSY-OnTracExpressMessengerSys\Prod\\Outbound,N/A,Cary Prod1,
ecmt,ecmt,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '209.166.159.85', '68.93.141.123']",%com1%\Dispatch\ECMT-ECMTransport\Prod\\Inbound,%com1%\Dispatch\ECMT-ECMTransport\Prod\\Outbound,N/A,Cary Prod1,
echs,echs,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '64.92.200.4', '68.93.141.123', '8.28.180.40']",%com1%\dispatch\ECHS-EchoGlobalLog\Prod\\Inbound,%com1%\dispatch\ECHS-EchoGlobalLog\Prod\\Outbound,N/A,Cary Prod1,
exxa,exxa,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '209.255.167.*', '68.93.141.123']",%com1%\Dispatch\EXXA-ExxactExpress\Prod\\Inbound,%com1%\Dispatch\EXXA-ExxactExpress\Prod\\Outbound,N/A,Cary Prod1,
fwdn,fwdn,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.232.221.168', '68.93.141.123']",%com1%\dispatch\FWDN-ForwardAir\Prod\\Inbound,%com1%\dispatch\FWDN-ForwardAir\Prod\\Outbound,N/A,Cary Prod1,
fwda,fwda,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.232.221.168', '68.93.141.123']",%com1%\Dispatch\FWDA-ForwardAir\Prod\\Inbound,%com1%\Dispatch\FWDA-ForwardAir\Prod\\Outbound,N/A,Cary Prod1,
ftat,ftat,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '67.203.113.180', '68.93.141.123']",%com1%\dispatch\FTAT-FrontierTransp\Prod\\Inbound,%com1%\dispatch\FTAT-FrontierTransp\Prod\\Outbound,N/A,Cary Prod1,
frzf,frzf,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.69.176.153', '68.93.141.123']",%com1%\Dispatch\FRZF-FFETransportation\Prod\\Inbound,%com1%\Dispatch\FRZF-FFETransportation\Prod\\Outbound,N/A,Cary Prod1,
fftl,fftl,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.69.176.153', '68.93.141.123']",%com1%\Dispatch\FFTL-FFETruckload\Prod\\Inbound,%com1%\Dispatch\FFTL-FFETruckload\Prod\\Outbound,N/A,Cary Prod1,
ffel,ffel,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.69.176.153', '68.93.141.123']",%com1%\Dispatch\FFEL-FFELogistics\Prod\\Inbound,%com1%\Dispatch\FFEL-FFELogistics\Prod\\Outbound,N/A,Cary Prod1,
fcsy,fcsy,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '63.172.55.251', '68.93.141.123']",%com1%\dispatch\FCSY-FrontlineFreight\Prod\\Inbound,%com1%\dispatch\FCSY-FrontlineFreight\Prod\\Outbound,N/A,Cary Prod1,
famn,famn,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '216.239.71.97', '24.37.139.38', '68.93.141.123']",%com1%\dispatch\FAMN-FastlaneAmerica\Prod\\Inbound,%com1%\dispatch\FAMN-FastlaneAmerica\Prod\\Outbound,N/A,Cary Prod1,AST
itsb,itsb,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '12.226.203.254', '198.98.7.12', '68.93.141.123']",%com1%\Dispatch\ITSB-ITSLogistics\Prod\\Inbound,%com1%\Dispatch\ITSB-ITSLogistics\Prod\\Outbound,N/A,Cary Prod1,
iriq,iriq,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '173.167.183.121', '68.93.141.123']",%com1%\dispatch\IRIQ-IdealLogistics\Prod\\Inbound,%com1%\dispatch\IRIQ-IdealLogistics\Prod\\Outbound,N/A,Cary Prod1,
